"postcode","pc_numeric","pc_character","city","suburb","latitude","longitude","asking_price","offered_since","living_area","available_now","type_build","volume","nr_rooms","build_year","bedrooms","bathrooms","alarm","jacuzzi","sauna","bath"
"3026 TH","3026"," TH","Rotterdam","Tussendijken",51.91217,4.445678,199000,"6+ months",100,0,"Existing",290,4,"2008",3,1,0,0,0,0
"2994 GN","2994"," GN","Barendrecht","Vrijenburg",51.85776,4.500193,451000,"5 months",187,0,"New",697,5,"2015",3,1,0,0,0,1
"2924 AX","2924"," AX","Krimpen aan den IJssel","AWZI Oostgaarde",51.9291,4.61759,999000,"6+ months",400,0,"Existing",1300,7,"1995",5,2,1,0,0,1
"2907 LH","2907"," LH","Capelle aan den IJssel","Stadsdeelpark",51.94773,4.597438,595000,"6+ months",150,0,"Existing",500,4,"1997",3,1,0,0,0,1
"2665 KH","2665"," KH","Bleiswijk","Overbuurtse Polder",51.99529,4.524164,750000,"6+ months",195,0,"Existing",660,7,"1966",5,1,0,0,0,0
"3076 DB","3076"," DB","Rotterdam","Lombardijen",51.87852,4.516898,124500,"3 months",100,1,"Existing",300,4,"1962",3,1,0,0,0,0
"3054 BB","3054"," BB","Rotterdam","Hillegersberg-Noord",51.95544,4.490877,895000,"6+ months",247,0,"Existing",665,12,"1924",9,2,0,0,0,1
"3067 EA","3067"," EA","Rotterdam","Het Lage Land",51.94651,4.546829,325000,"6+ months",180,0,"Existing",505,7,"1966",5,2,0,0,0,0
"3054 AK","3054"," AK","Rotterdam","Hillegersberg-Noord",51.9502,4.48843,4350000,"6+ months",600,0,"Existing",2000,8,"1894",4,2,1,0,0,1
"3028 XR","3028"," XR","Rotterdam","Oud-Mathenesse",51.91959,4.418511,99000,"6+ months",67,0,"Existing",162,3,"1951",2,1,0,0,0,0
"3171 DD","3171"," DD","Poortugaal","Landweg",51.85695,4.403642,519000,"6+ months",175,0,"Existing",580,4,"1992",3,2,0,0,0,1
"3117 MD","3117"," MD","Schiedam","Fabribuurt",51.91539,4.389655,135000,"6+ months",98,0,"Existing",253,5,"1927",3,1,0,0,0,0
"3062 BJ","3062"," BJ","Rotterdam","Kralingen-Oost",51.9296,4.51222,1890000,"6+ months",490,0,"Existing",1862,13,"1917",8,2,0,0,0,1
"3083 CX","3083"," CX","Rotterdam","Zuidplein",51.88844,4.491307,135000,"6+ months",86,0,"Existing",255,3,"1994",2,1,0,0,0,1
"2652 DA","2652"," DA","Berkel en Rodenrijs","Havenbuurt",51.99461,4.46615,289000,"6+ months",110,0,"Existing",325,5,"2004",3,1,0,0,0,1
"2953 EN","2953"," EN","Alblasserdam","Vogelbuurt",51.87383,4.640582,155000,"6+ months",80,0,"Existing",260,4,"1963",3,1,0,0,0,0
"3171 GD","3171"," GD","Poortugaal","Beatrixstraat",51.85824,4.387868,749000,"6+ months",156,0,"Existing",540,4,"1934",3,1,1,0,0,1
"2992 GZ","2992"," GZ","Barendrecht","Nieuweland 5",51.8572,4.51993,163000,"6+ months",60,0,"Existing",170,2,"1997",1,1,0,0,0,0
"3065 JH","3065"," JH","Rotterdam","'s-Gravenland",51.92727,4.543601,189000,"6+ months",90,0,"Existing",225,3,"1993",2,1,0,0,0,0
"3065 AG","3065"," AG","Rotterdam","'s-Gravenland",51.92726,4.558975,1395000,"6+ months",301,0,"Existing",1029,8,"1990",4,2,0,0,0,1
"2661 HH","2661"," HH","Bergschenhoek","Dorp Bergschenhoek",51.9876,4.503506,259000,"6+ months",125,0,"Existing",340,5,"1967",4,1,0,0,0,0
"3069 RZ","3069"," RZ","Rotterdam","Zevenkamp",51.97219,4.577379,250000,"6+ months",99,0,"Existing",300,5,"1989",4,1,0,0,0,1
"3261 TG","3261"," TG","Oud-Beijerland","Oosterse Gorzenwijk",51.82787,4.422958,230000,"6+ months",110,0,"Existing",350,5,"1975",4,1,0,0,0,1
"3056 RE","3056"," RE","Rotterdam","Terbregge",51.9513,4.51881,785000,"6+ months",233,0,"Existing",699,5,"2002",4,2,0,0,0,1
"3082 PG","3082"," PG","Rotterdam","Oud-Charlois",51.88871,4.462164,218000,"6+ months",120,0,"Existing",315,5,"2003",3,1,0,0,0,1
"3065 AB","3065"," AB","Rotterdam","'s-Gravenland",51.92377,4.541643,6e+05,"6+ months",200,0,"Existing",600,6,"1974",4,1,0,0,0,1
"2904 LD","2904"," LD","Capelle aan den IJssel","Paradijssel",51.929,4.61487,575000,"6+ months",175,0,"Existing",550,4,"2004",3,2,0,0,0,1
"3161 NE","3161"," NE","Rhoon","Rhoon Noord",51.86219,4.41349,189900,"6+ months",135,0,"Existing",360,4,"1982",3,1,0,0,0,1
"3086 KK","3086"," KK","Rotterdam","Pendrecht",51.8728,4.464776,175000,"6+ months",120,0,"Existing",340,5,"1960",3,1,0,0,0,0
"3161 DR","3161"," DR","Rhoon","Rhoon-Zuidoost",51.85691,4.423116,890000,"6+ months",200,0,"Existing",600,5,"2010",4,2,0,0,0,1
"3343 ND","3343"," ND","Hendrik-Ido-Ambacht","Krommeweg-Zuid",51.83575,4.634582,199000,"6+ months",95,0,"Existing",320,5,"1985",4,1,0,0,0,0
"3341 XT","3341"," XT","Hendrik-Ido-Ambacht","Oostendam",51.85202,4.644303,265000,"6+ months",129,0,"Existing",350,5,"1949",4,1,0,0,0,0
"3076 EE","3076"," EE","Rotterdam","Lombardijen",51.875,4.519035,115000,"6+ months",90,0,"Existing",270,4,"1961",3,1,0,0,0,0
"3065 AB","3065"," AB","Rotterdam","'s-Gravenland",51.9245,4.54204,1400000,"6+ months",165,0,"Existing",675,4,"1952",3,1,0,0,0,0
"2907 BC","2907"," BC","Capelle aan den IJssel","Ervenbuurt",51.9495,4.57403,1e+05,"6+ months",60,0,"Existing",160,2,"1980",1,1,0,0,0,1
"3119 NN","3119"," NN","Schiedam","Vakbondsliedenbuurt",51.92452,4.399891,115000,"6+ months",80,0,"Existing",225,3,"1966",2,1,0,0,0,0
"3111 PN","3111"," PN","Schiedam","Brandersbuurt",51.91863,4.397219,150000,"6+ months",70,0,"Existing",190,3,"1989",2,1,0,0,0,0
"3028 EL","3028"," EL","Rotterdam","Oud-Mathenesse",51.9161,4.42192,98500,"6+ months",60,0,"Existing",150,3,"1936",2,1,0,0,0,0
"3052 XR","3052"," XR","Rotterdam","Schiebroek",51.9569,4.47484,145000,"6+ months",70,0,"Existing",210,4,"1957",2,1,0,0,0,0
"3038 PL","3038"," PL","Rotterdam","Bergpolder",51.93497,4.465205,119000,"6+ months",56,0,"Existing",175,2,"1933",1,1,0,0,0,0
"3013 CA","3013"," CA","Rotterdam","C.S. kwartier",51.92497,4.476808,129000,"6+ months",55,0,"Existing",150,2,"1984",1,1,0,0,0,0
"3068 VD","3068"," VD","Rotterdam","Ommoord",51.9596,4.54664,129500,"6+ months",70,0,"Existing",220,2,"1971",1,1,0,0,0,0
"3111 PB","3111"," PB","Schiedam","Brandersbuurt",51.91973,4.398162,165000,"6+ months",95,0,"Existing",250,3,"1999",2,1,0,0,0,0
"3083 NP","3083"," NP","Rotterdam","Carnisse",51.8876,4.48501,94000,"6+ months",55,1,"Existing",160,2,"1960",1,1,0,0,0,0
"3112 MJ","3112"," MJ","Schiedam","Singelkwartier",51.91858,4.411335,74900,"6+ months",60,0,"Existing",170,2,"1936",1,1,0,0,0,0
"3043 AE","3043"," AE","Rotterdam","Overschie",51.93871,4.425426,149000,"5 months",104,0,"Existing",300,5,"1934",2,1,0,0,0,1
"3051 PJ","3051"," PJ","Rotterdam","Hillegersberg-Zuid",51.94339,4.484291,130000,"6+ months",65,0,"Existing",170,3,"1960",2,1,0,0,0,0
"2926 PH","2926"," PH","Krimpen aan den IJssel","Lansingh-Zuid",51.90812,4.601682,269000,"6+ months",145,0,"Existing",400,3,"1996",2,1,0,0,0,1
"3028 GM","3028"," GM","Rotterdam","Oud-Mathenesse",51.91961,4.417552,119500,"6+ months",78,0,"Existing",264,4,"1956",3,1,0,0,0,0
"3119 TE","3119"," TE","Schiedam","Staatsliedenbuurt",51.92442,4.388497,99000,"6+ months",65,0,"Existing",165,4,"1958",3,1,0,0,0,0
"3037 SJ","3037"," SJ","Rotterdam","Liskwartier",51.9394,4.47828,149500,"6+ months",80,0,"Existing",210,3,"1994",2,1,0,0,0,0
"3042 AW","3042"," AW","Rotterdam","Kleinpolder",51.93633,4.427033,123495,"6+ months",57,0,"Existing",153,2,"1954",1,1,0,0,0,0
"3032 GA","3032"," GA","Rotterdam","Oude Noorden",51.9266,4.48231,165000,"6+ months",105,0,"Existing",270,4,"1983",3,1,0,0,0,1
"3117 PC","3117"," PC","Schiedam","Schrijversbuurt",51.91205,4.387111,85000,"6+ months",45,1,"Existing",135,2,"1929",1,1,0,0,0,0
"3054 NK","3054"," NK","Rotterdam","Hillegersberg-Noord",51.95823,4.49121,2e+05,"6+ months",130,0,"Existing",375,5,"1933",4,1,0,0,0,0
"3081 TL","3081"," TL","Rotterdam","Tarwewijk",51.89147,4.485923,75000,"6+ months",55,0,"Existing",150,3,"1935",2,1,0,0,0,0
"3085 EG","3085"," EG","Rotterdam","Zuidwijk",51.87305,4.487114,159000,"6+ months",90,0,"Existing",255,3,"2001",2,1,0,0,0,0
"3076 SM","3076"," SM","Rotterdam","Lombardijen",51.87509,4.513764,114000,"6+ months",75,0,"Existing",202,3,"1962",2,1,0,0,0,0
"3083 DK","3083"," DK","Rotterdam","Carnisse",51.88771,4.486332,87000,"6+ months",65,0,"Existing",180,2,"1939",1,1,0,0,0,0
"3079 EV","3079"," EV","Rotterdam","Groot-IJsselmonde",51.88106,4.543437,120000,"6+ months",70,0,"Existing",185,4,"1964",2,1,0,0,0,0
"3073 DX","3073"," DX","Rotterdam","Bloemhof",51.8897,4.49933,139500,"6+ months",75,0,"Existing",215,3,"1930",2,1,0,0,0,0
"3028 HL","3028"," HL","Rotterdam","Oud-Mathenesse",51.9178,4.42161,97000,"6+ months",60,0,"Existing",145,2,"1950",1,1,0,0,0,0
"3016 CC","3016"," CC","Rotterdam","Nieuwe Werk",51.90675,4.476535,275000,"<1 week",84,0,"Existing",276,4,"1938",2,1,0,0,0,0
"3038 CR","3038"," CR","Rotterdam","Bergpolder",51.93293,4.464327,184000,"<1 week",110,0,"Existing",318,4,"1933",2,1,0,0,0,1
"3077 RG","3077"," RG","Rotterdam","Beverwaard",51.89269,4.569454,89000,"6+ months",66,0,"Existing",180,3,"1984",2,1,0,0,0,0
"3062 JJ","3062"," JJ","Rotterdam","Kralingen-Oost",51.92249,4.515596,850000,"<1 week",180,0,"Existing",500,3,"1905",2,2,1,0,0,0
"3039 DL","3039"," DL","Rotterdam","Blijdorp",51.9336,4.45913,139500,"1 week",62,0,"Existing",195,2,"1934",1,1,0,0,0,0
"2922 GC","2922"," GC","Krimpen aan den IJssel","Kortland-Noord",51.91442,4.594913,175000,"<1 week",73,0,"Existing",225,4,"1961",3,1,0,0,0,0
"3061 CZ","3061"," CZ","Rotterdam","Kralingen-West",51.9235,4.49859,175000,"2 weeks",91,0,"Existing",260,3,"1955",2,1,0,0,0,1
"3028 BP","3028"," BP","Rotterdam","Oud-Mathenesse",51.91432,4.420073,79500,"3 weeks",65,0,"Existing",170,3,"1932",1,1,0,0,0,0
"3082 TC","3082"," TC","Rotterdam","Oud-Charlois",51.89106,4.465899,79500,"6+ months",85,0,"Existing",215,5,"1434",4,1,0,0,0,1
"2907 MA","2907"," MA","Capelle aan den IJssel","Kunstenaarsbuurt",51.95269,4.585458,120000,"6+ months",74,0,"Existing",190,3,"1981",2,1,0,0,0,1
"3119 ZD","3119"," ZD","Schiedam","Hollandiabuurt",51.9208,4.40367,169500,"6+ months",90,0,"Existing",240,3,"1999",2,1,0,0,0,1
"3112 AH","3112"," AH","Schiedam","Rotterdamsedijk",51.91422,4.409669,96000,"6+ months",64,0,"Existing",172,3,"1950",2,1,0,0,0,0
"3112 LJ","3112"," LJ","Schiedam","Newtonbuurt",51.91762,4.411916,108000,"6+ months",87,0,"Existing",231,3,"1930",1,1,0,0,0,1
"3112 AH","3112"," AH","Schiedam","Rotterdamsedijk",51.9142,4.40963,105000,"2 months",72,0,"Existing",215,4,"1953",3,1,0,0,0,0
"3161 DA","3161"," DA","Rhoon","Rhoon-Zuidoost",51.85186,4.433519,167000,"6+ months",74,0,"Existing",220,3,"2010",2,1,0,0,0,0
"3075 AJ","3075"," AJ","Rotterdam","Vreewijk",51.88956,4.504845,87500,"3 months",100,0,"Existing",270,4,"1930",3,1,0,0,0,1
"3039 DS","3039"," DS","Rotterdam","Blijdorp",51.93347,4.453672,96000,"6+ months",45,0,"Existing",121,2,"1940",1,1,0,0,0,0
"2987 RH","2987"," RH","Ridderkerk","Bolnes",51.8967,4.584694,239000,"3 months",91,0,"Existing",280,3,"1998",2,1,0,0,0,1
"3083 VK","3083"," VK","Rotterdam","Carnisse",51.88775,4.477323,79500,"3 months",50,0,"Existing",145,3,"1947",2,1,0,0,0,0
"3061 KB","3061"," KB","Rotterdam","Kralingen-West",51.93225,4.504246,172500,"6+ months",75,0,"Existing",220,2,"1935",1,1,0,0,0,0
"3039 ED","3039"," ED","Rotterdam","Blijdorp",51.93058,4.458688,179500,"4 months",110,0,"Existing",315,5,"1935",3,1,0,0,0,1
"3028 XL","3028"," XL","Rotterdam","Oud-Mathenesse",51.919,4.41877,89000,"6+ months",60,1,"Existing",165,3,"1954",2,1,0,0,0,0
"3038 BH","3038"," BH","Rotterdam","Bergpolder",51.93423,4.464488,114500,"4 months",65,0,"Existing",185,2,"1933",1,1,0,0,0,0
"3038 GB","3038"," GB","Rotterdam","Bergpolder",51.93861,4.466802,114500,"6+ months",65,0,"Existing",180,3,"1933",2,1,0,0,0,0
"3067 WJ","3067"," WJ","Rotterdam","Oosterflank",51.9448,4.56264,165000,"6+ months",87,0,"Existing",225,4,"1980",3,1,0,0,0,1
"3079 XC","3079"," XC","Rotterdam","Groot-IJsselmonde",51.87939,4.55787,114500,"6+ months",70,0,"Existing",210,3,"1963",2,1,0,0,0,0
"3021 WC","3021"," WC","Rotterdam","Middelland",51.9124,4.46286,224500,"6+ months",130,0,"Existing",375,4,"1909",2,1,0,0,0,1
"3039 XN","3039"," XN","Rotterdam","Blijdorp",51.92661,4.459087,197500,"6+ months",105,0,"Existing",280,4,"1939",3,1,0,0,0,1
"3056 RH","3056"," RH","Rotterdam","Terbregge",51.95295,4.519309,175000,"6+ months",70,0,"Existing",200,3,"2002",2,1,0,0,0,1
"3119 XW","3119"," XW","Schiedam","Hollandiabuurt",51.92123,4.402981,149500,"6+ months",98,1,"Existing",245,4,"1976",3,1,0,0,0,0
"3078 GB","3078"," GB","Rotterdam","Groot-IJsselmonde",51.89505,4.550988,120000,"6+ months",54,0,"Existing",155,2,"1953",1,1,0,0,0,1
"3067 JK","3067"," JK","Rotterdam","Het Lage Land",51.94598,4.538659,167500,"6+ months",95,0,"Existing",245,4,"1966",3,1,0,0,0,0
"2912 GD","2912"," GD","Nieuwerkerk aan den IJssel","Parkzoom",51.96289,4.59668,399000,"1 week",175,0,"Existing",590,5,"1995",4,1,0,0,0,1
"3059 XT","3059"," XT","Rotterdam","Nesselande",51.98111,4.582059,250000,"6+ months",85,0,"Existing",250,3,"2009",2,1,0,0,0,1
"3053 EB","3053"," EB","Rotterdam","Schiebroek",51.95938,4.471968,105000,"6+ months",57,0,"Existing",155,3,"1958",2,1,0,0,0,0
"3076 BN","3076"," BN","Rotterdam","Lombardijen",51.8813,4.52657,1e+05,"6+ months",55,0,"Existing",140,3,"1962",2,1,0,0,0,0
"3082 WC","3082"," WC","Rotterdam","Oud-Charlois",51.88721,4.464106,125000,"6+ months",100,1,"Existing",350,5,"1950",3,1,0,0,0,1
"3076 BH","3076"," BH","Rotterdam","Lombardijen",51.88225,4.523698,107000,"6+ months",70,0,"Existing",210,3,"1966",2,1,0,0,0,1
"2992 ZG","2992"," ZG","Barendrecht","Kilweg",51.84377,4.529387,359000,"6+ months",115,0,"Existing",340,4,"2010",3,1,0,0,0,0
"3071 KS","3071"," KS","Rotterdam","Noordereiland",51.9155,4.49875,264000,"6+ months",125,0,"Existing",350,4,"2002",3,1,0,0,0,1
"3079 XC","3079"," XC","Rotterdam","Groot-IJsselmonde",51.8794,4.55787,99500,"6+ months",72,0,"Existing",205,3,"1963",2,1,0,0,0,0
"3116 HW","3116"," HW","Schiedam","Nassaubuurt",51.90776,4.396697,139000,"6+ months",80,0,"Existing",245,2,"1968",1,1,0,0,0,0
"3083 VG","3083"," VG","Rotterdam","Carnisse",51.8861,4.47711,89500,"6+ months",75,0,"Existing",220,4,"1947",2,1,0,0,0,0
"3067 HH","3067"," HH","Rotterdam","Het Lage Land",51.94307,4.542249,150000,"6+ months",85,0,"Existing",210,4,"1966",3,1,0,0,0,0
"3069 CS","3069"," CS","Rotterdam","Ommoord",51.96416,4.544261,142500,"6+ months",80,0,"Existing",210,3,"1972",2,1,0,0,0,0
"3077 RG","3077"," RG","Rotterdam","Beverwaard",51.8926,4.56929,97500,"6+ months",68,1,"Existing",200,3,"1985",2,1,0,0,0,0
"3062 HN","3062"," HN","Rotterdam","Kralingen-Oost",51.92487,4.519954,245000,"6+ months",105,0,"Existing",294,3,"1984",2,1,0,0,0,0
"3112 AJ","3112"," AJ","Schiedam","Rotterdamsedijk",51.91425,4.409117,112000,"6+ months",74,0,"Existing",204,3,"1953",2,1,0,0,0,0
"3022 VD","3022"," VD","Rotterdam","Nieuwe Westen",51.91714,4.449452,125000,"6+ months",95,0,"Existing",265,3,"1912",2,1,0,0,0,0
"3016 CB","3016"," CB","Rotterdam","Nieuwe Werk",51.907,4.47726,679000,"6+ months",220,0,"Existing",650,4,"1856",2,1,0,0,0,1
"3112 XA","3112"," XA","Schiedam","Rotterdamsedijk",51.91585,4.412843,115000,"6+ months",86,0,"Existing",237,4,"1933",3,1,0,0,0,0
"3069 NJ","3069"," NJ","Rotterdam","Ommoord",51.96484,4.5535,190000,"6+ months",90,0,"Existing",250,3,"1999",2,1,0,0,0,0
"3112 XA","3112"," XA","Schiedam","Rotterdamsedijk",51.91585,4.412843,75000,"6+ months",45,0,"Existing",138,2,"1933",1,1,0,0,0,0
"3028 AM","3028"," AM","Rotterdam","Oud-Mathenesse",51.91705,4.421899,119000,"6+ months",60,0,"Existing",160,2,"1930",1,1,0,0,0,0
"3083 DM","3083"," DM","Rotterdam","Carnisse",51.8866,4.48549,99500,"6+ months",95,0,"Existing",275,3,"1950",2,1,0,0,0,1
"2987 XN","2987"," XN","Ridderkerk","Bolnes",51.89379,4.583865,99500,"6+ months",45,0,"Existing",126,1,"1970",1,1,0,0,0,0
"2922 CC","2922"," CC","Krimpen aan den IJssel","Kortland-Noord",51.91975,4.591794,139500,"6+ months",75,0,"Existing",200,3,"1965",2,1,0,0,0,1
"3081 JP","3081"," JP","Rotterdam","Tarwewijk",51.89231,4.476862,75000,"6+ months",50,0,"Existing",135,3,"1950",2,1,0,0,0,0
"3028 GZ","3028"," GZ","Rotterdam","Oud-Mathenesse",51.91475,4.416184,105000,"6+ months",60,0,"Existing",170,4,"1950",3,1,0,0,0,1
"3083 CJ","3083"," CJ","Rotterdam","Carnisse",51.88905,4.48486,91000,"6+ months",65,0,"Existing",175,3,"1938",2,1,0,0,0,0
"3079 AR","3079"," AR","Rotterdam","Groot-IJsselmonde",51.88505,4.538866,117000,"6+ months",75,0,"Existing",215,4,"1966",1,1,0,0,0,0
"3067 TZ","3067"," TZ","Rotterdam","Het Lage Land",51.93924,4.545409,449000,"6+ months",155,0,"Existing",410,4,"2008",3,1,0,0,0,1
"2643 KG","2643"," KG","Pijnacker","Keijzershof",52.00283,4.442256,265000,"1 week",113,0,"Existing",378,4,"2010",3,1,0,0,0,0
"3074 WK","3074"," WK","Rotterdam","Hillesluis",51.89397,4.516249,97500,"6+ months",69,0,"Existing",165,3,"1939",2,1,0,0,0,0
"3161 JD","3161"," JD","Rhoon","Tijsjesdijk",51.85,4.423714,179000,"6+ months",110,0,"Existing",310,3,"1975",2,1,0,0,0,1
"3082 DS","3082"," DS","Rotterdam","Oud-Charlois",51.89291,4.464229,175000,"6+ months",97,0,"Existing",270,4,"2005",3,1,0,1,0,1
"3032 GA","3032"," GA","Rotterdam","Oude Noorden",51.92667,4.482298,189000,"6+ months",96,0,"Existing",240,4,"1981",3,1,0,0,0,1
"3028 GR","3028"," GR","Rotterdam","Oud-Mathenesse",51.91717,4.4168,109500,"6+ months",90,0,"Existing",250,4,"1951",3,1,0,0,0,0
"3067 JE","3067"," JE","Rotterdam","Het Lage Land",51.945,4.536633,118000,"6+ months",85,0,"Existing",220,4,"1965",3,1,0,0,0,1
"3077 MP","3077"," MP","Rotterdam","Oud-IJsselmonde",51.89796,4.521007,185000,"6+ months",85,0,"Existing",255,3,"2005",2,1,0,0,0,1
"2923 BP","2923"," BP","Krimpen aan den IJssel","Kortland-Zuid",51.9133,4.603868,845000,"6+ months",277,0,"Existing",960,6,"1974",4,1,1,1,1,1
"3081 LB","3081"," LB","Rotterdam","Tarwewijk",51.89661,4.493489,154900,"6+ months",90,0,"Existing",216,2,"2004",1,1,0,0,0,0
"3086 EJ","3086"," EJ","Rotterdam","Pendrecht",51.87313,4.469208,89500,"6+ months",60,0,"Existing",156,3,"1960",2,1,0,0,0,0
"2901 JH","2901"," JH","Capelle aan den IJssel","Paganini-buurt",51.92295,4.568745,199500,"6+ months",85,0,"Existing",250,3,"1996",2,1,0,0,0,1
"2911 GA","2911"," GA","Nieuwerkerk aan den IJssel","Esse Hoog",51.95626,4.614205,329000,"<1 week",144,0,"Existing",425,5,"1997",4,1,0,1,0,0
"2902 XE","2902"," XE","Capelle aan den IJssel","Dichtersbuurt",51.9277,4.578449,159500,"6+ months",90,0,"Existing",235,3,"1967",2,1,0,0,0,1
"3114 SH","3114"," SH","Schiedam","Eilandenbuurt",51.90562,4.407796,139000,"6+ months",70,0,"Existing",185,3,"2003",2,1,0,0,0,0
"3077 RG","3077"," RG","Rotterdam","Beverwaard",51.89264,4.569288,122500,"6+ months",75,1,"Existing",205,3,"1985",2,1,0,0,0,0
"3071 KS","3071"," KS","Rotterdam","Noordereiland",51.9158,4.49802,229000,"6+ months",100,0,"Existing",270,3,"2002",2,1,0,0,0,1
"2902 BG","2902"," BG","Capelle aan den IJssel","Dichtersbuurt",51.92389,4.575402,147500,"3 weeks",74,0,"Existing",362,3,"2016",2,1,0,0,0,0
"2901 RG","2901"," RG","Capelle aan den IJssel","Puccini-buurt",51.91625,4.573052,375000,"<1 week",168,0,"Existing",485,5,"1998",4,1,1,0,0,1
"3195 VG","3195"," VG","Pernis Rotterdam","Pernis",51.88903,4.384881,119500,"6+ months",100,0,"Existing",285,6,"1920",4,1,0,0,0,1
"2923 GL","2923"," GL","Krimpen aan den IJssel","Kortland-Zuid",51.91472,4.610029,259500,"<1 week",135,0,"Existing",400,5,"1971",4,1,0,0,0,1
"3037 VM","3037"," VM","Rotterdam","Liskwartier",51.93608,4.47273,209000,"6+ months",140,0,"Existing",415,5,"1930",3,1,0,0,0,0
"2951 GG","2951"," GG","Alblasserdam","kerkbuurt",51.86148,4.662101,137000,"6+ months",42,0,"Existing",160,2,"1850",1,1,0,0,0,0
"2935 BJ","2935"," BJ","Ouderkerk aan den IJssel","Verspreide huizen in het Noorden",51.9441,4.639073,1150000,"6+ months",300,0,"Existing",1200,8,"Before 1906",6,1,0,0,0,0
"2841 SW","2841"," SW","Moordrecht","Staatsliedenbuurt/Vijfakkers",51.98893,4.663092,257000,"6+ months",160,0,"Existing",400,6,"1976",5,1,0,0,0,1
"3028 GW","3028"," GW","Rotterdam","Oud-Mathenesse",51.91546,4.41645,79000,"6+ months",50,1,"Existing",180,2,"1950",1,1,0,0,0,0
"3112 KC","3112"," KC","Schiedam","Wetenschappersbuurt",51.91895,4.415069,105000,"6+ months",63,0,"Existing",215,4,"1963",3,1,0,0,0,0
"3079 DK","3079"," DK","Rotterdam","Groot-IJsselmonde",51.87791,4.54095,192500,"3 weeks",100,0,"Existing",270,4,"1928",3,1,0,0,0,1
"2994 DA","2994"," DA","Barendrecht","Vrijenburg",51.86088,4.50324,299500,"<1 week",164,0,"Existing",550,6,"2005",5,1,0,0,0,1
"2992 TG","2992"," TG","Barendrecht","Molenvliet 1",51.84716,4.532367,299500,"<1 week",132,0,"Existing",410,5,"1986",4,1,0,0,0,0
"2643 HN","2643"," HN","Pijnacker","Keijzershof",52.00597,4.440805,347500,"1 week",133,0,"Existing",491,5,"2010",3,1,0,0,0,1
"2992 HD","2992"," HD","Barendrecht","Bijdorp",51.86197,4.527491,275000,"1 week",135,0,"Existing",390,5,"1998",4,1,0,0,0,1
"3065 LG","3065"," LG","Rotterdam","'s-Gravenland",51.92301,4.555223,1175000,"6+ months",234,0,"Existing",807,7,"1998",6,1,0,0,0,1
"2982 AB","2982"," AB","Ridderkerk","Ridderkerk-Centrum",51.87262,4.596189,112500,"6+ months",55,0,"Existing",210,4,"1957",2,1,0,0,0,0
"2993 DB","2993"," DB","Barendrecht","Waterkant",51.84497,4.503305,325000,"6+ months",175,0,"Existing",400,5,"2002",3,2,0,0,0,1
"3059 PE","3059"," PE","Rotterdam","Nesselande",51.9828,4.58916,519000,"1 week",178,0,"Existing",640,5,"2002",4,1,0,1,0,0
"2931 AW","2931"," AW","Krimpen aan de Lek","Krimpen Centrum",51.89167,4.629496,389000,"6+ months",165,0,"New",615,5,"2015",3,1,0,0,0,0
"2761 JS","2761"," JS","Zevenhuizen Zh","Verspreide huizen Zuidplaspolder",52.00577,4.598333,227500,"1 week",110,0,"Existing",410,5,"2014",4,1,0,0,0,1
"2907 LG","2907"," LG","Capelle aan den IJssel","Stadsdeelpark",51.94835,4.60011,295000,"6+ months",120,0,"Existing",300,4,"1930",3,1,0,0,0,1
"2661 CW","2661"," CW","Bergschenhoek","Weg en Land",51.9683,4.49482,1395000,"6+ months",263,0,"Existing",804,7,"After 2011",5,2,0,0,0,1
"2662 DG","2662"," DG","Bergschenhoek","Eilandenbuurt",51.9862,4.48717,285000,"6+ months",120,0,"Existing",413,5,"2002",3,1,0,0,0,1
"3069 ZE","3069"," ZE","Rotterdam","Zevenkamp",51.9696,4.576854,262500,"2 weeks",150,0,"Existing",450,5,"1986",4,1,0,0,0,1
"3116 JN","3116"," JN","Schiedam","Haverschmidtkwartier",51.91079,4.38575,479000,"6+ months",225,0,"Existing",700,5,"1931",4,1,0,0,0,1
"3161 GA","3161"," GA","Rhoon","Wijkpark Portland",51.85629,4.480052,689000,"6+ months",190,0,"Existing",660,5,"2006",3,1,0,0,0,1
"3077 MP","3077"," MP","Rotterdam","Oud-IJsselmonde",51.89776,4.521237,286000,"6+ months",149,0,"Existing",380,5,"2002",3,1,0,0,0,1
"2992 AB","2992"," AB","Barendrecht","Centrum West",51.85938,4.527662,499000,"6+ months",250,0,"Existing",900,7,"1900",4,1,0,0,0,1
"3059 ME","3059"," ME","Rotterdam","Nesselande",51.97623,4.58342,329000,"2 weeks",136,0,"Existing",425,5,"2006",4,1,0,0,0,0
"3161 HD","3161"," HD","Rhoon","Ghijseland",51.85878,4.427459,298500,"6+ months",115,0,"Existing",345,4,"1950",3,1,0,0,0,0
"3161 KA","3161"," KA","Rhoon","Rhoon Noord",51.86461,4.422617,485000,"6+ months",150,0,"Existing",450,4,"2007",3,1,0,0,0,1
"2909 RA","2909"," RA","Capelle aan den IJssel","Fascinatio West",51.91703,4.541434,459000,"6+ months",192,0,"Existing",696,5,"2006",4,1,0,0,0,1
"2992 CD","2992"," CD","Barendrecht","Paddewei",51.85278,4.535775,124500,"6+ months",47,0,"Existing",150,2,"1971",1,1,0,0,0,0
"3117 KT","3117"," KT","Schiedam","Frankenland",51.9127,4.389983,85000,"6+ months",50,0,"Existing",140,2,"1930",1,1,0,0,0,0
